"gene_id","cell_type","loo_direction_consistency","min_loo_logcpm_difference","max_loo_logcpm_difference"
"ENSG00000171621","B_cells",0.666666666666667,-0.249196539915159,0.459607891601871
"ENSG00000171612","B_cells",0.666666666666667,-0.400008448186425,0.861667451541877
"ENSG00000171608","B_cells",1,-1.02188896952496,-0.134001576306929
"ENSG00000231789","B_cells",0.833333333333333,-0.574274550776663,0.236414802244032
"ENSG00000171603","B_cells",1,-0.49859399677601,-0.283810661580857
"ENSG00000178585","B_cells",1,-0.417730631797841,-0.135883844812714
"ENSG00000162441","B_cells",0.833333333333333,-0.889694333670662,0.0517870773141347
"ENSG00000173614","B_cells",1,0.107514782231926,1.05823567015988
"ENSG00000130939","B_cells",1,0.286637013518842,0.980715728509852
"ENSG00000054523","B_cells",0.5,-0.356565215250423,0.395247881147452
"ENSG00000142657","B_cells",1,0.113573441754225,0.407959253956472
"ENSG00000175279","B_cells",1,-1.2495688629558,-0.196742974847396
"ENSG00000160049","B_cells",0.666666666666667,-0.0865490154179938,0.116821120187594
"ENSG00000142655","B_cells",1,-0.684593755790772,-0.0341466892782187
"ENSG00000130940","B_cells",0.333333333333333,-0.21073404652431,0.581084911345573
"ENSG00000120948","B_cells",0.833333333333333,-0.169928183783647,0.363286170961246
"ENSG00000116649","B_cells",1,-1.27743373520912,-0.352820641183264
"ENSG00000171824","B_cells",1,-0.831339978934822,-0.301791143432785
"ENSG00000198793","B_cells",0.666666666666667,-0.328900423836952,0.246202519211523
"ENSG00000120942","B_cells",1,0.129175991777164,0.37255469229752
"ENSG00000116661","B_cells",0.833333333333333,-0.533111496673627,0.0124508302021518
"ENSG00000132879","B_cells",1,-1.07476908876687,-0.161436038662674
"ENSG00000116663","B_cells",0.833333333333333,-0.130191960269969,1.1319764153965
"ENSG00000116670","B_cells",1,-1.5637484602161,-0.606090802680296
"ENSG00000177674","B_cells",1,-0.447281849266671,-0.0705956589216146
"ENSG00000177000","B_cells",0.833333333333333,-0.0614652537883398,0.55404897090933
"ENSG00000011021","B_cells",1,0.0036569508951656,0.838380170973748
"ENSG00000116685","B_cells",0.833333333333333,-0.591108553543731,0.0562119242974726
"ENSG00000116688","B_cells",1,0.319909523309302,0.589790750107761
"ENSG00000116691","B_cells",1,0.0204505077724422,0.317253014559811
"ENSG00000028137","B_cells",0.333333333333333,-0.24531199541847,0.740388004259119
"ENSG00000048707","B_cells",1,0.532529364867968,1.15574311514853
"ENSG00000116731","B_cells",1,0.0659629061785836,0.562330519273894
"ENSG00000142634","B_cells",1,-0.320384663637418,-0.0357432629342638
"ENSG00000132906","B_cells",0.5,-0.437644373378889,0.563166990456758
"ENSG00000116138","B_cells",0.833333333333333,-0.148984497456207,0.780459313939969
"ENSG00000116771","B_cells",0.833333333333333,-0.478482907211863,0.0698743994180653
"ENSG00000197312","B_cells",0.833333333333333,-0.600913868110722,0.173598654012322
"ENSG00000116786","B_cells",0.666666666666667,-0.138370321750998,0.366230901485458
"ENSG00000179743","B_cells",0.833333333333333,-0.572181635419457,0.140464335251472
"ENSG00000065526","B_cells",1,0.362694797445675,0.854469272516649
"ENSG00000116809","B_cells",1,0.0254235653284067,0.703269865541039
"ENSG00000037637","B_cells",0.666666666666667,-0.103961507470796,0.271670742104052
"ENSG00000055070","B_cells",0.833333333333333,-0.121376081290443,0.129025493881557
"ENSG00000157191","B_cells",1,-0.551928438013393,-0.18261725576443
"ENSG00000058453","B_cells",1,0.442356320584725,1.52623047432704
"ENSG00000238142","B_cells",1,0.481391959243746,1.34683164056729
"ENSG00000159363","B_cells",0.5,-0.117022612521285,0.375179648658151
"ENSG00000117118","B_cells",1,-0.713575998126873,-0.185045814154393
